sent_at_ms	latency_us	delay_since_due_us
1790219144940	50	50
1790219144941	48	48
1790219144942	42	42
1790219144943	49	49
1790219144944	46	46
1790219144945	47	47
1790219144946	49	49
1790219144947	49	49
1790219144948	65	65
1790219144949	44	44
1790219144950	48	48
1790219144951	49	49
1790219144952	51	51
1790219144953	47	47
1790219144954	48	48
1790219144955	49	49
1790219144956	51	51
1790219144957	51	51
1790219144958	55	55
1790219144959	48	48
1790219144960	47	47
1790219144961	47	47
1790219144962	49	49
1790219144963	47	47
1790219144964	48	48
1790219144965	49	49
1790219144966	46	46
1790219144967	47	47
1790219144968	47	47
1790219144969	45	45
1790219144970	50	50
1790219144971	50	50
1790219144972	47	47
1790219144973	45	45
1790219144974	46	46
1790219144975	47	47
1790219144976	49	49
1790219144977	65	65
1790219144978	48	48
1790219144979	50	50
1790219144980	48	48
1790219144981	47	47
1790219144982	49	49
1790219144983	49	49
1790219144984	57	57
1790219144985	47	47
1790219144986	46	46
1790219144987	43	43
1790219144988	48	48
1790219144989	48	48
1790219144990	47	47
1790219144991	44	44
1790219144992	48	48
1790219144993	52	52
1790219144994	46	46
1790219144995	48	48
1790219144996	48	48
1790219144997	49	49
1790219144998	47	47
1790219144999	48	48
1790219145000	49	49
1790219145001	49	49
1790219145002	47	47
1790219145003	47	47
1790219145004	47	47
1790219145005	48	48
1790219145006	49	49
1790219145007	47	47
1790219145008	48	48
1790219145009	47	47
1790219145010	48	48
1790219145011	46	46
1790219145012	47	47
1790219145013	48	48
1790219145014	50	50
1790219145015	48	48
1790219145016	47	47
1790219145017	41	41
1790219145018	45	45
1790219145019	48	48
1790219145020	49	49
1790219145021	48	48
1790219145022	44	44
1790219145023	50	50
1790219145024	45	45
1790219145025	47	47
1790219145026	48	48
1790219145027	46	46
1790219145028	47	47
1790219145029	48	48
1790219145030	53	53
1790219145031	48	48
1790219145032	45	45
1790219145033	47	47
1790219145034	125	125
1790219145035	48	48
1790219145036	47	47
1790219145037	51	51
1790219145038	46	46
1790219145039	47	47
1790219145040	44	44
1790219145041	55	55
1790219145042	49	49
1790219145043	54	54
1790219145044	44	44
1790219145045	50	50
1790219145046	45	45
1790219145047	49	49
1790219145048	45	45
1790219145049	47	47
1790219145050	44	44
1790219145051	46	46
1790219145052	47	47
1790219145053	49	49
1790219145054	48	48
1790219145055	49	49
1790219145056	46	46
1790219145057	47	47
1790219145058	44	44
1790219145059	46	46
1790219145060	46	46
1790219145061	50	50
1790219145062	48	48
1790219145063	54	54
1790219145064	44	44
1790219145065	49	49
1790219145066	44	44
1790219145067	52	52
1790219145068	47	47
1790219145069	49	49
1790219145070	47	47
1790219145071	50	50
1790219145072	45	45
1790219145073	47	47
1790219145074	45	45
1790219145075	43	43
1790219145076	46	46
1790219145077	45	45
1790219145078	48	48
1790219145079	46	46
1790219145080	46	46
1790219145081	45	45
1790219145082	45	45
1790219145083	47	47
1790219145084	56	56
1790219145085	47	47
1790219145086	49	49
1790219145087	46	46
1790219145088	50	50
1790219145089	45	45
1790219145090	47	47
1790219145091	47	47
1790219145092	47	47
1790219145093	48	48
1790219145094	45	45
1790219145095	45	45
1790219145096	49	49
1790219145097	46	46
1790219145098	47	47
1790219145099	50	50
1790219145100	45	45
1790219145101	47	47
1790219145102	51	51
1790219145103	44	44
1790219145104	51	51
1790219145105	47	47
1790219145106	52	52
1790219145107	48	48
1790219145108	47	47
1790219145109	49	49
1790219145110	51	51
1790219145111	47	48
1790219145112	51	51
1790219145113	47	47
1790219145114	48	48
1790219145115	50	50
1790219145116	46	46
1790219145117	48	48
1790219145118	52	52
1790219145119	55	55
1790219145120	62	62
1790219145121	70	70
1790219145122	52	52
1790219145123	49	49
1790219145124	51	51
1790219145125	47	47
1790219145126	51	52
1790219145127	73	73
1790219145128	48	48
1790219145129	47	47
1790219145130	46	46
1790219145131	50	50
1790219145132	48	48
1790219145133	49	49
1790219145134	62	62
1790219145135	132	132
1790219145136	49	49
1790219145137	48	48
1790219145138	48	48
1790219145139	50	50
1790219145140	48	48
1790219145141	49	49
1790219145142	45	45
1790219145143	49	49
1790219145144	46	46
1790219145145	49	49
1790219145146	48	48
1790219145147	48	49
1790219145148	48	48
1790219145149	46	46
1790219145150	49	49
1790219145151	47	47
1790219145152	48	49
1790219145153	45	45
1790219145154	49	49
1790219145155	49	49
1790219145156	46	46
1790219145157	61	61
1790219145158	56	56
1790219145159	60	60
1790219145160	41	41
1790219145161	65	65
1790219145162	56	56
1790219145163	60	60
1790219145164	47	47
1790219145165	71	71
1790219145166	65	65
1790219145167	56	56
1790219145168	51	51
1790219145169	49	49
1790219145170	49	49
1790219145171	72	72
1790219145172	92	92
1790219145173	96	96
1790219145174	72	72
1790219145175	57	57
1790219145176	55	56
1790219145177	47	47
1790219145178	54	54
1790219145179	51	51
1790219145180	48	48
1790219145181	45	45
1790219145182	47	47
1790219145183	46	46
1790219145184	48	49
1790219145185	49	49
1790219145186	44	44
1790219145187	66	66
1790219145188	46	46
1790219145189	44	44
1790219145190	46	46
1790219145191	47	47
1790219145192	56	56
1790219145193	49	49
1790219145194	55	55
1790219145195	68	68
1790219145196	57	57
1790219145197	49	49
1790219145198	54	54
1790219145199	48	48
1790219145200	46	46
1790219145201	47	47
1790219145202	49	49
1790219145203	53	53
1790219145204	49	49
1790219145205	49	49
1790219145206	44	44
1790219145207	46	46
1790219145208	47	47
1790219145209	49	49
1790219145210	46	46
1790219145211	48	48
1790219145212	48	48
1790219145213	47	47
1790219145214	45	45
1790219145215	46	46
1790219145216	46	46
1790219145217	50	50
1790219145218	47	47
1790219145219	47	47
1790219145220	48	48
1790219145221	47	47
1790219145222	51	51
1790219145223	48	48
1790219145224	46	46
1790219145225	49	49
1790219145226	51	51
1790219145227	46	46
1790219145228	49	49
1790219145229	47	47
1790219145230	44	44
1790219145231	49	49
1790219145232	45	45
1790219145233	44	44
1790219145234	48	59
1790219145235	43	43
1790219145236	129	129
1790219145237	50	50
1790219145238	45	45
1790219145239	49	49
1790219145240	47	47
1790219145241	44	44
1790219145242	50	50
1790219145243	49	49
1790219145244	54	54
1790219145245	48	48
1790219145246	49	49
1790219145247	48	48
1790219145248	49	49
1790219145249	44	44
1790219145250	52	52
1790219145251	47	47
1790219145252	49	49
1790219145253	46	46
1790219145254	48	49
1790219145255	44	44
1790219145256	45	45
1790219145257	48	48
1790219145258	47	47
1790219145259	47	47
1790219145260	46	46
1790219145261	45	45
1790219145262	47	47
1790219145263	48	48
1790219145264	48	48
1790219145265	46	46
1790219145266	49	49
1790219145267	43	43
1790219145268	48	48
1790219145269	48	48
1790219145270	69	69
1790219145271	58	58
1790219145272	42	42
1790219145273	47	47
1790219145274	44	44
1790219145275	52	52
1790219145276	50	50
1790219145277	47	47
1790219145278	48	48
1790219145279	46	46
1790219145280	47	47
1790219145281	45	45
1790219145282	41	41
1790219145283	45	45
1790219145284	57	57
1790219145285	47	47
1790219145286	47	47
1790219145287	44	44
1790219145288	47	47
1790219145289	47	47
1790219145290	49	49
1790219145291	46	46
1790219145292	48	48
1790219145293	44	44
1790219145294	47	47
1790219145295	44	44
1790219145296	48	48
1790219145297	45	45
1790219145298	46	46
1790219145299	47	47
1790219145300	46	46
1790219145301	46	46
1790219145302	48	48
1790219145303	47	47
1790219145304	81	81
1790219145305	45	45
1790219145306	47	47
1790219145307	47	47
1790219145308	44	44
1790219145309	47	47
1790219145310	46	46
1790219145311	46	46
1790219145312	47	47
1790219145313	46	46
1790219145314	47	47
1790219145315	47	47
1790219145316	49	49
1790219145317	49	49
1790219145318	47	47
1790219145319	47	47
1790219145320	47	47
1790219145321	45	45
1790219145322	44	44
1790219145323	45	45
1790219145324	45	45
1790219145325	47	47
1790219145326	44	44
1790219145327	50	50
1790219145328	47	47
1790219145329	42	42
1790219145330	46	46
1790219145331	46	46
1790219145332	44	44
1790219145333	47	47
1790219145334	58	58
1790219145335	43	43
1790219145336	44	44
1790219145337	97	97
1790219145338	46	46
1790219145339	47	47
1790219145340	47	47
1790219145341	44	44
1790219145342	49	49
1790219145343	44	44
1790219145344	49	49
1790219145345	47	47
1790219145346	48	48
1790219145347	48	48
1790219145348	49	49
1790219145349	47	47
1790219145350	49	49
1790219145351	45	45
1790219145352	50	50
1790219145353	46	46
1790219145354	49	49
1790219145355	45	45
1790219145356	46	46
1790219145357	50	50
1790219145358	50	50
1790219145359	60	60
1790219145360	47	47
1790219145361	50	50
1790219145362	55	55
1790219145363	47	47
1790219145364	59	59
1790219145365	46	46
1790219145366	48	48
1790219145367	47	47
1790219145368	54	54
1790219145369	50	50
1790219145370	48	48
1790219145371	47	47
1790219145372	45	45
1790219145373	47	47
1790219145374	54	54
1790219145375	47	47
1790219145376	47	47
1790219145377	45	45
1790219145378	48	48
1790219145379	44	44
1790219145380	45	45
1790219145381	47	47
1790219145382	47	47
1790219145383	48	48
1790219145384	45	45
1790219145385	47	47
1790219145386	48	48
1790219145387	46	46
1790219145388	47	47
1790219145389	51	51
1790219145390	51	51
1790219145391	48	48
1790219145392	49	49
1790219145393	50	50
1790219145394	47	47
1790219145395	44	44
1790219145396	47	47
1790219145397	47	47
1790219145398	50	50
1790219145399	46	46
1790219145400	50	50
1790219145401	47	47
1790219145402	47	47
1790219145403	46	46
1790219145404	46	46
1790219145405	47	47
1790219145406	43	43
1790219145407	48	48
1790219145408	45	45
1790219145409	48	48
1790219145410	45	45
1790219145411	49	49
1790219145412	45	45
1790219145413	45	45
1790219145414	49	49
1790219145415	47	47
1790219145416	47	47
1790219145417	47	48
1790219145418	47	47
1790219145419	46	46
1790219145420	45	45
1790219145421	47	47
1790219145422	47	47
1790219145423	41	41
1790219145424	45	45
1790219145425	48	48
1790219145426	49	49
1790219145427	49	49
1790219145428	49	49
1790219145429	48	48
1790219145430	47	47
1790219145431	49	49
1790219145432	46	46
1790219145433	46	46
1790219145434	51	51
1790219145435	45	45
1790219145436	48	48
1790219145437	48	48
1790219145438	119	119
1790219145439	47	47
1790219145440	45	45
1790219145441	46	46
1790219145442	49	49
1790219145443	47	47
1790219145444	51	51
1790219145445	47	47
1790219145446	47	47
1790219145447	46	46
1790219145448	47	47
1790219145449	48	48
1790219145450	45	45
1790219145451	45	45
1790219145452	47	47
1790219145453	47	47
1790219145454	44	44
1790219145455	42	42
1790219145456	49	49
1790219145457	48	48
1790219145458	54	54
1790219145459	44	44
1790219145460	49	49
1790219145461	46	46
1790219145462	49	49
1790219145463	45	45
1790219145464	44	44
1790219145465	41	41
1790219145466	44	44
1790219145467	43	43
1790219145468	44	44
1790219145469	44	44
1790219145470	48	48
1790219145471	47	47
1790219145472	45	45
1790219145473	43	43
1790219145474	45	45
1790219145475	46	46
1790219145476	52	52
1790219145477	45	45
1790219145478	48	48
1790219145479	48	48
1790219145480	48	48
1790219145481	44	44
1790219145482	44	44
1790219145483	45	45
1790219145484	49	49
1790219145485	44	44
1790219145486	45	45
1790219145487	40	41
1790219145488	45	45
1790219145489	44	44
1790219145490	51	51
1790219145491	46	46
1790219145492	47	47
1790219145493	46	46
1790219145494	49	49
1790219145495	45	45
1790219145496	47	47
1790219145497	45	45
1790219145498	47	47
1790219145499	44	44
1790219145500	52	52
1790219145501	47	47
1790219145502	48	48
1790219145503	46	46
1790219145504	47	47
1790219145505	48	48
1790219145506	47	47
1790219145507	47	47
1790219145508	49	49
1790219145509	48	48
1790219145510	46	46
1790219145511	48	48
1790219145512	45	45
1790219145513	46	46
1790219145514	45	45
1790219145515	42	42
1790219145516	48	48
1790219145517	47	47
1790219145518	48	48
1790219145519	49	49
1790219145520	50	50
1790219145521	54	54
1790219145522	48	48
1790219145523	45	45
1790219145524	52	52
1790219145525	45	45
1790219145526	49	49
1790219145527	47	47
1790219145528	44	44
1790219145529	41	41
1790219145530	47	47
1790219145531	41	41
1790219145532	48	48
1790219145533	45	45
1790219145534	60	60
1790219145535	44	44
1790219145536	43	43
1790219145537	45	45
1790219145538	44	44
1790219145539	95	95
1790219145540	46	46
1790219145541	47	47
1790219145542	50	50
1790219145543	41	41
1790219145544	47	47
1790219145545	48	48
1790219145546	49	49
1790219145547	47	47
1790219145548	44	44
1790219145549	45	45
1790219145550	44	44
1790219145551	47	47
1790219145552	44	44
1790219145553	44	44
1790219145554	45	45
1790219145555	43	43
1790219145556	45	45
1790219145557	49	49
1790219145558	49	49
1790219145559	43	43
1790219145560	47	47
1790219145561	45	45
1790219145562	44	44
1790219145563	47	47
1790219145564	49	49
1790219145565	43	43
1790219145566	46	46
1790219145567	49	49
1790219145568	44	44
1790219145569	49	49
1790219145570	49	49
1790219145571	44	44
1790219145572	47	47
1790219145573	47	47
1790219145574	45	45
1790219145575	43	43
1790219145576	45	45
1790219145577	48	48
1790219145578	44	44
1790219145579	45	45
1790219145580	47	47
1790219145581	48	48
1790219145582	47	47
1790219145583	49	49
1790219145584	48	48
1790219145585	47	47
1790219145586	47	47
1790219145587	49	49
1790219145588	44	44
1790219145589	46	46
1790219145590	38	38
1790219145591	49	49
1790219145592	45	45
1790219145593	45	45
1790219145594	44	44
1790219145595	42	42
1790219145596	80	80
1790219145597	60	60
1790219145598	45	45
1790219145599	47	47
1790219145600	49	49
1790219145601	51	51
1790219145602	50	50
1790219145603	54	54
1790219145604	50	50
1790219145605	47	47
1790219145606	45	45
1790219145607	47	47
1790219145608	44	44
1790219145609	49	49
1790219145610	46	46
1790219145611	47	47
1790219145612	47	47
1790219145613	43	43
1790219145614	47	47
1790219145615	48	48
1790219145616	46	46
1790219145617	48	48
1790219145618	46	46
1790219145619	44	44
1790219145620	49	49
1790219145621	46	46
1790219145622	58	58
1790219145623	47	47
1790219145624	47	47
1790219145625	47	47
1790219145626	50	50
1790219145627	47	47
1790219145628	48	48
1790219145629	47	47
1790219145630	49	50
1790219145631	46	46
1790219145632	49	49
1790219145633	44	44
1790219145634	52	52
1790219145635	44	44
1790219145636	48	48
1790219145637	52	53
1790219145638	52	52
1790219145639	45	45
1790219145640	119	119
1790219145641	46	46
1790219145642	47	47
1790219145643	46	46
1790219145644	52	52
1790219145645	47	47
1790219145646	48	48
1790219145647	44	44
1790219145648	47	47
1790219145649	47	47
1790219145650	52	52
1790219145651	46	46
1790219145652	49	49
1790219145653	47	47
1790219145654	49	49
1790219145655	45	45
1790219145656	49	49
1790219145657	45	45
1790219145658	46	46
1790219145659	47	47
1790219145660	47	47
1790219145661	47	47
1790219145662	47	47
1790219145663	44	44
1790219145664	47	47
1790219145665	47	47
1790219145666	49	49
1790219145667	43	43
1790219145668	44	44
1790219145669	44	44
1790219145670	47	47
1790219145671	51	51
1790219145672	49	49
1790219145673	45	45
1790219145674	49	49
1790219145675	45	45
1790219145676	51	51
1790219145677	45	45
1790219145678	45	45
1790219145679	43	43
1790219145680	48	48
1790219145681	46	46
1790219145682	48	48
1790219145683	49	49
1790219145684	55	55
1790219145685	46	46
1790219145686	45	45
1790219145687	44	44
1790219145688	47	47
1790219145689	43	43
1790219145690	47	47
1790219145691	45	45
1790219145692	43	43
1790219145693	44	44
1790219145694	45	45
1790219145695	46	46
1790219145696	48	48
1790219145697	54	54
1790219145698	47	47
1790219145699	47	47
1790219145700	47	47
1790219145701	47	47
1790219145702	47	47
1790219145703	44	44
1790219145704	56	56
1790219145705	47	47
1790219145706	44	44
1790219145707	48	48
1790219145708	53	53
1790219145709	48	48
1790219145710	46	46
1790219145711	47	47
1790219145712	46	46
1790219145713	73	73
1790219145714	73	73
1790219145715	50	50
1790219145716	51	51
1790219145717	48	48
1790219145718	48	48
1790219145719	51	51
1790219145720	47	47
1790219145721	49	49
1790219145722	38	38
1790219145723	49	49
1790219145724	47	47
1790219145725	49	49
1790219145726	55	55
1790219145727	68	68
1790219145728	68	68
1790219145729	100	100
1790219145730	54	54
1790219145731	48	48
1790219145732	47	47
1790219145733	46	46
1790219145734	59	59
1790219145735	44	44
1790219145736	45	45
1790219145737	46	46
1790219145738	47	47
1790219145739	46	46
1790219145740	48	48
1790219145741	128	128
1790219145742	46	46
1790219145743	49	49
1790219145744	75	75
1790219145745	107	107
1790219145746	103	103
1790219145747	72	72
1790219145748	56	56
1790219145749	49	49
1790219145750	50	50
1790219145751	47	47
1790219145752	50	50
1790219145753	50	50
1790219145754	48	48
1790219145755	46	46
1790219145756	51	51
1790219145757	45	45
1790219145758	40	40
1790219145759	44	44
1790219145760	53	53
1790219145761	44	44
1790219145762	45	45
1790219145763	59	59
1790219145764	53	53
1790219145765	45	45
1790219145766	54	54
1790219145767	46	46
1790219145768	48	48
1790219145769	45	45
1790219145770	48	48
1790219145771	51	51
1790219145772	58	58
1790219145773	47	47
1790219145774	46	46
1790219145775	41	41
1790219145776	70	70
1790219145777	87	87
1790219145778	64	64
1790219145779	54	54
1790219145780	56	56
1790219145781	56	56
1790219145782	50	50
1790219145783	50	50
1790219145784	49	49
1790219145785	49	49
